static_text,log_level
Can't get features for KAR *,warn
Enqueuing socket close for *,debug
adding monitoring watch [*],trace
Restore snapshot= |  as table=,info
Can't extract message headers,warn
Uncaught exception in REST call: *,info
Failed to connect to ZK ,warn
No candidate mob files,info
$$$Empty Message$$$,error
Couldn't instantiate connector  |  because it has an invalid connector  | configuration. This connector will not execute until reconfigured.,error
Error while sending record to Kafka: ,error
Start registering input and output,debug
Register new TaskExecutor *.,debug
Deleting topic { name: * },debug
File  |  already exists. Deleting!!,debug
* loaded segment info [*],trace
[ | ] | \tMin:  | ms | \tMax:  | ms | \tAvg:  | ms,info
Error occurred replacing data in node:*,error
Exception when queuing lock,warn
Failed to start the Queryable State Client Proxy.,error
Target URL strings to match against: * and *,debug
Change target * in model *,debug
Error reading configuration file ,warn
Exception writing to internal frame buffer,error
"Store=*, in-memory flush size threshold=*, immutable segments index type=*, compactor=*",info
Halting listener,debug
Guice Exception: *,error
Received error code * - shutdown,error
; joinwait=,warn
Load exported file using deserializer for HBase 0.94 format,info
Exception writing to internal frame buffer,error
Error trying to GC merged regions *; retrying...,warn
Split of  |  skipped; state is already SPLIT,info
acquired a worker * to split a WAL,debug
"validateTicket isGSSContextEstablished = *, username = *, outToken = *",trace
QuorumPeer communication is not secured! (SASL auth disabled),info
Error disposing of SASL client,error
"Keyspace * was dropped, invalidating related prepared statements",trace
Including store:  |  with:  |  files for compaction for region: ,info
Running preprocessor: *,debug
unexpected error while deserializing an incoming cluster state,warn
running task * of *: *,trace
future isn't success.,warn
Worker stopped,info
autopurge.snapRetainCount set to *,info
Got exception making request  |  to ,info
Keystore * not found,info
Node * sent an incremental fetch response closing session **,debug
Resetting the master hooks.,debug
"[*] dangling index exists on local file system, but not in cluster metadata, auto import to cluster state",info
failed to read authentication,error
[*] * buckets parsed from autodetect output,info
TM:remote yarn conf path obtained *,debug
$$$Empty Message$$$,error
The encoding of file contains illegal characters,error
Adding nodes to topology * child nodes *,debug
About to display pop-up,debug
"Not all requests are fulfilled due to over-allocated, number of requests is *, number of evicted requests is *, underlying allocated is *, fulfilled is *, evicted requests is *,",debug
"closed check scheduler received a response, doing nothing",debug
Getting result type of HiveGenericUDTF with *,info
Deleting some vestigial  |  rows of  |  from ,warn
Unsupported predicate [*] cannot be pushed into OrcTableSource.,debug
Error writing next dynamic config file to disk,error
Overriding max local pause time to *ms,warn
Using StandardSampleSender for this test run,info
Writing * to file * with charset * and append *,debug
comparing instance tags * with tags filter *.,trace
Could not stop task,warn
Generating * profile,info
$$$Empty Message$$$,info
Preventing snapshotted shard [*] from being moved away from node [*],trace
Error while closing cluster.,error
* ReplicationSourceWorker * terminated,info
stopping all auto-followers,trace
Attempting to obtain Kerberos security token for HBase,info
adding path spec: ,info
Probably an invalid function string: *,warn
Changing plan default parallelism from * to *,debug
Found unreadable versions info in pre 1.2 system.Versions table,trace
"dependencies.contains:  | , dependencies.remove(test): ",warn
"[*] Normalization resulted in: * updates, * no-ops",debug
Unable to load blacklist bundles list,debug
set truncate rpc timeout to * ms,info
Current quota for request( | ): ,trace
Failed to evict the file ,error
"after allocating, node [*] would have less than the required threshold of * free (currently * free, estimated shard size is *), preventing allocation",warn
* started execution,trace
found state file: *,trace
cleaned up abandoned snapshot * in INIT state,debug
* [*] uploaded to the [*] *,debug
"policy [*] for index [*] complete, skipping execution",debug
Bind user (authentication).,debug
Format date pattern '*' is invalid (see https://docs.oracle.com/javase/8/docs/api/java/time/format/DateTimeFormatter.html),error
TTransportException inside handler,error
Memory statistics not available,warn
Opened Keystore file: *,debug
Error during close: ,error
$$$Empty Message$$$,debug
"Unable to create a sample sender from class:'*', search for mode property in jmeter.properties for correct configuration options",error
Using Java9+ optimized cipher suites for Java version *,debug
Warning: window end time was truncated to Long.MAX,warn
merge failure action rejected,debug
Stopped BLOB server at *:*,info
RPL_ID [*] for holder *,debug
"ReplicationSource :  |  bandwidth throttling changed, currentBandWidth=",info
Before sideline big overlapped region: ,info
Could not resolve local host,info
TApplicationException inside handler,error
Skipping  |  entries because table  |  is cached as a disabled or dropped table,trace
Exception received while closing the table,debug
Refreshing storefiles of region  |  due to global heap pressure. Total memstore off heap size= |  |  memstore heap size= | ,info
Unable to open source file=,error
Failed to send last message. Shutting down thread.,error
io error while parsing,debug
Clear compactions queue is executing by other admin.,warn
Done connecting to *,debug
Exiting normally,info
Exception inside handler,error
Could not set transaction isolation: *@*,error
Failed to close producer due to the following error:,error
handleClientValue: ignored request as election not won,debug
$$$Empty Message$$$,info
"*, *, *",info
"Max config offset root: *, local snapshot config offsets root: *",debug
Loading profiles from:,info
 disable ,info
"Task reconfiguration for * failed unexpectedly, this connector will not be properly reconfigured unless manually triggered.",error
Can not read value at %d in block %d in file %s,error
Unable to delete log dir. Ignoring. ,warn
Sending TRUNC to follower zxidToSend=0x* for peer sid:*,debug
writing to hfiles for bulk load.,info
Sample excluded based on url or content-type: * - *,debug
Failed to delete *,debug
Nonexistent row: ,info
Removed job graph * from ZooKeeper.,info
* candidates for allocation: *,trace
CoGroup task iterator ready.,debug
Failed getOnlineRegions ,debug
Subprocedure ' | ' has notified controller of completion,debug
Killing job [*]*,info
Interrupted when waiting for znode delete callback,warn
Could not find toolbar definition list,warn
Failed to invalidate SAML session,info
Initializing multipart file upload.,trace
$$$Empty Message$$$,error
Both split and merge are disabled for table: ,debug
$$$Empty Message$$$,error
Created StreamingOutput with content type =  |  user limit :  |  scan fetch size : ,trace
"Table  |  was not enabled, sleeping. tries=",debug
"Digest mismatch detected among leaf nodes *, *",debug
Got exception while trying to close OutputSink,warn
Can't read the content of the znode file,warn
Stopping,info
"Error trying to determine referenced files from :  | , to:  |  assuming has references",error
Interrupted,warn
Submitting index build of * for data in *,info
Trying to use table specific value for config  | 'hbase.regionserver.visibility.label.service.class' which is not supported. |  Will use the cluster level VisibilityLabelService class ,warn
"onFollowerCheckRequest: received check from faulty master, rejecting *",trace
"Error writing metrics to influxDB Url: *, responseCode: *, responseBody: *",error
* (*) switched from * to *.,info
Failed to parse date ,warn
